run_id,run_tag,cohort,dataset,K,arm,arm_label,target,seed,epochs,batch_size,base_lr,momentum,weight_decay,nesterov,graph_seed,lr_step,lr_gamma,kd_T,k_matchings,k_anneal,match_weight,kappa,rematch_every_epochs,recency_lambda,recency_gamma,peel_weighting,graph,label_noise_rate,actual_noise_rate,noise_seed,split_seed,n_train,n_valid,n_test,cohort_params,epoch,lr,k_current,epoch_seconds,avg_test_acc,std_test_acc,min_test_acc,max_test_acc,ensemble_test_acc,ens_minus_avg_test,avg_val_acc,ensemble_val_acc,disagreement_val,rho_val,disagreement_test,rho_test,avg_test_acc_mobilenet,model_00_arch,model_00_test_acc,model_00_val_acc,model_00_train_loss,model_00_ce_loss,model_00_kd_loss,model_01_arch,model_01_test_acc,model_01_val_acc,model_01_train_loss,model_01_ce_loss,model_01_kd_loss,comm_logit_floats_epoch,comm_matcher_ints_epoch,comm_bytes_epoch,comm_bytes_cum,comm_bytes_cum_cohort
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,0,0.1,0,15.82,0.10825,0.00655,0.1017,0.1148,0.1272,0.01895000000000001,0.1038,0.1188,0.748,0.3785320253482763,0.7511,0.3697346046877656,0.10825,mobilenet,0.1148,0.1122,4.009410994296724,4.009410994296724,0.0,mobilenet,0.1017,0.0954,4.056865548545664,4.056865548545664,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,1,0.1,0,13.55,0.15715,0.006249999999999992,0.1509,0.1634,0.1787,0.021549999999999986,0.15239999999999998,0.172,0.6648,0.4181826525259644,0.6712,0.45670586003331765,0.15715,mobilenet,0.1634,0.1666,3.51439827951518,3.51439827951518,0.0,mobilenet,0.1509,0.1382,3.607112581756982,3.607112581756982,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,2,0.1,0,13.85,0.13245,0.02785,0.1046,0.1603,0.1464,0.01394999999999999,0.129,0.1412,0.8532,0.22734961071570675,0.8539,0.24788535249760338,0.13245,mobilenet,0.1046,0.1012,3.2052955983037297,3.2052955983037297,0.0,mobilenet,0.1603,0.1568,3.311968832192096,3.311968832192096,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,3,0.1,0,14.5,0.18495,0.01765,0.1673,0.2026,0.2205,0.03555,0.1817,0.215,0.8386,0.2904132143357431,0.8394,0.2833284174723548,0.18495,mobilenet,0.2026,0.2034,2.97422952611338,2.97422952611338,0.0,mobilenet,0.1673,0.16,3.0580720247870143,3.0580720247870143,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,4,0.1,0,14.49,0.22835,0.003049999999999997,0.2253,0.2314,0.248,0.01965,0.22399999999999998,0.2414,0.641,0.48225638403055565,0.6511,0.474862183204028,0.22835,mobilenet,0.2314,0.2254,2.816912316801873,2.816912316801873,0.0,mobilenet,0.2253,0.2226,2.877682727168907,2.877682727168907,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,5,0.1,0,14.52,0.23965000000000003,0.012150000000000008,0.2275,0.2518,0.2664,0.026749999999999996,0.237,0.2576,0.6806,0.42627311756408964,0.6904,0.4078664269425256,0.23965000000000003,mobilenet,0.2518,0.249,2.731481243940917,2.731481243940917,0.0,mobilenet,0.2275,0.225,2.7865727943452923,2.7865727943452923,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,6,0.1,0,13.7,0.24355000000000002,0.02185000000000001,0.2217,0.2654,0.2846,0.04105,0.2415,0.2844,0.7208,0.38091547315139496,0.7236,0.39615761795288573,0.24355000000000002,mobilenet,0.2217,0.221,2.6564697301523252,2.6564697301523252,0.0,mobilenet,0.2654,0.262,2.700521196492694,2.700521196492694,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,7,0.1,0,13.76,0.2702,0.004699999999999982,0.2655,0.2749,0.2983,0.028100000000000014,0.2713,0.2994,0.6326,0.505248027379069,0.6577,0.46974524321944344,0.2702,mobilenet,0.2749,0.2784,2.6108664849942382,2.6108664849942382,0.0,mobilenet,0.2655,0.2642,2.6478754444555803,2.6478754444555803,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,8,0.1,0,13.73,0.23745,0.006449999999999997,0.231,0.2439,0.2584,0.020950000000000024,0.2341,0.2562,0.6466,0.4591408781570958,0.6525,0.4843199161068723,0.23745,mobilenet,0.231,0.2258,2.574863250282678,2.574863250282678,0.0,mobilenet,0.2439,0.2424,2.5992906103757294,2.5992906103757294,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,9,0.1,0,14.59,0.26205,0.01865,0.2434,0.2807,0.2991,0.03704999999999997,0.2632,0.3018,0.7288,0.3981298384605418,0.7243,0.41631762423252666,0.26205,mobilenet,0.2434,0.246,2.5345689679749985,2.5345689679749985,0.0,mobilenet,0.2807,0.2804,2.564987402409315,2.564987402409315,0.0,0.0,0.0,0.0,0.0,0.0
mobilenetx2_cifar100_K2_indep_seed0005_d001,d001,mobilenet:2,cifar100,2,indep,indep,peers,5,200,64,0.1,0.9,0.0005,True,0,60,0.1,1.0,1,,disagreement,1.0,1,0.0,0.5,weight,complete,0.0,0.0,42,0,45000,5000,10000,6618952,10,0.1,0,14.37,0.30005,0.002950000000000008,0.2971,0.303,0.3345,0.034450000000000036,0.29669999999999996,0.332,0.613,0.4973039535111635,0.6159,0.49797488275200985,0.30005,mobilenet,0.2971,0.298,2.5056955060836943,2.5056955060836943,0.0,mobilenet,0.303,0.2954,2.538440891456875,2.538440891456875,0.0,0.0,0.0,0.0,0.0,0.0
